ID,C,H,N,S,O,feed_LHV,feed_type,feed_shape,feed_particle_size,feed_ash,feed_moisture,feed_VM,feed_FC,feed_cellulose,feed_hemicellulose,feed_lignin,temperature,operating_condition,operating_pressure,residence_time,steam_biomass_ratio,ER,gasifying_agent,reactor_type,bed_material,catalyst,scale
209,49.33,6.06,0.04,0,44.57,18.45,woody biomass,particles,1.5,0.55,9.4,81.02,18.43,NaN,NaN,NaN,900,continuous,NaN,20,1.22,NaN,steam,fluidised bed,silica,0,lab
210,49.33,6.06,0.04,0,44.57,18.45,woody biomass,particles,1.5,0.55,9.4,81.02,18.43,NaN,NaN,NaN,900,continuous,NaN,20,0.11,NaN,steam,fluidised bed,silica,0,lab
211,49.33,6.06,0.04,0,44.57,18.45,woody biomass,particles,1.5,0.55,9.4,81.02,18.43,NaN,NaN,NaN,900,continuous,NaN,20,2.33,NaN,steam,fluidised bed,silica,0,lab
212,49.33,6.06,0.04,0,44.57,18.45,woody biomass,particles,0.65,0.55,9.4,81.02,18.43,NaN,NaN,NaN,850,continuous,NaN,20,1.22,NaN,steam,fluidised bed,silica,0,lab
213,49.33,6.06,0.04,0,44.57,18.45,woody biomass,particles,4,0.55,9.4,81.02,18.43,NaN,NaN,NaN,850,continuous,NaN,20,1.22,NaN,steam,fluidised bed,silica,0,lab
214,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.3,air,fluidised bed,alumina,1,pilot
215,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.65,0.29,air + steam,fluidised bed,alumina,1,pilot
216,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.91,0.29,air + steam,fluidised bed,alumina,1,pilot
217,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.65,0.17,air + steam,fluidised bed,alumina,1,pilot
218,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.3,air,fluidised bed,silica,0,pilot
219,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.65,0.29,air + steam,fluidised bed,silica,0,pilot
220,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.91,0.29,air + steam,fluidised bed,silica,0,pilot
221,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.17,air,fluidised bed,silica,0,pilot
222,49.4,5.9,0.1,0,44.5,18.5,woody biomass,pellets,6,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.65,0.17,air + steam,fluidised bed,silica,0,pilot
223,54.9,6.8,0.5,0,37.8,21.9,other,pellets,6,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.23,air,fluidised bed,alumina,1,pilot
224,54.9,6.8,0.5,0,37.8,21.9,other,pellets,6,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.19,air,fluidised bed,alumina,1,pilot
225,54.9,6.8,0.5,0,37.8,21.9,other,pellets,6,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0.6,0.12,air + steam,fluidised bed,alumina,1,pilot
226,54.9,6.8,0.5,0,37.8,21.9,other,pellets,6,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.23,air,fluidised bed,silica,0,pilot
227,54.9,6.8,0.5,0,37.8,21.9,other,pellets,6,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.19,air,fluidised bed,silica,0,pilot
228,53.5,5.7,1,0,39.8,19.3,herbaceous biomass,pellets,6,3.51,8.9,74.86,21.62,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.17,air,fluidised bed,alumina,1,pilot
229,53.5,5.7,1,0,39.8,19.3,herbaceous biomass,pellets,6,3.51,8.9,74.86,21.62,NaN,NaN,NaN,780,continuous,atmospheric,40,0.44,0.09,air + steam,fluidised bed,alumina,1,pilot
230,53.5,5.7,1,0,39.8,19.3,herbaceous biomass,pellets,6,3.51,8.9,74.86,21.62,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.17,air,fluidised bed,silica,0,pilot
231,53.5,5.7,1,0,39.8,19.3,herbaceous biomass,pellets,6,3.51,8.9,74.86,21.62,NaN,NaN,NaN,780,continuous,atmospheric,40,0.44,0.09,air + steam,fluidised bed,silica,0,pilot
232,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,750,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab
233,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab
234,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,850,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab
235,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,900,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab
236,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,950,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab
237,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.1,air,fixed bed,NaN,0,lab
238,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
239,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.4,air,fixed bed,NaN,0,lab
240,48.32,7.45,1.28,0.06,43.07,16.24,woody biomass,dust,2.5,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.5,air,fixed bed,NaN,0,lab
241,43.83,5.95,0.97,0.13,45.01,15.83,herbaceous biomass,particles,3.75,5.93,6.17,75.95,13.75,NaN,NaN,NaN,900,continuous,atmospheric,NaN,NaN,0.18,air,fixed bed,NaN,0,lab
242,43.83,5.95,0.97,0.13,45.01,15.83,herbaceous biomass,particles,3.75,5.93,6.17,75.95,13.75,NaN,NaN,NaN,950,continuous,atmospheric,NaN,NaN,0.21,air,fixed bed,NaN,0,lab
243,43.83,5.95,0.97,0.13,45.01,15.83,herbaceous biomass,particles,3.75,5.93,6.17,75.95,13.75,NaN,NaN,NaN,965,continuous,atmospheric,NaN,NaN,0.24,air,fixed bed,NaN,0,lab
244,43.83,5.95,0.97,0.13,45.01,15.83,herbaceous biomass,particles,3.75,5.93,6.17,75.95,13.75,NaN,NaN,NaN,975,continuous,atmospheric,NaN,NaN,0.28,air,fixed bed,NaN,0,lab
245,43.83,5.95,0.97,0.13,45.01,15.83,herbaceous biomass,particles,3.75,5.93,6.17,75.95,13.75,NaN,NaN,NaN,985,continuous,atmospheric,NaN,NaN,0.32,air,fixed bed,NaN,0,lab
246,43.83,5.95,0.97,0.13,45.01,15.83,herbaceous biomass,particles,3.75,5.93,6.17,75.95,13.75,NaN,NaN,NaN,995,continuous,atmospheric,NaN,NaN,0.36,air,fixed bed,NaN,0,lab
247,43.83,5.95,0.97,0.13,45.01,15.83,herbaceous biomass,particles,3.75,5.93,6.17,75.95,13.75,NaN,NaN,NaN,1025,continuous,atmospheric,NaN,NaN,0.41,air,fixed bed,NaN,0,lab
248,50,5.7,0.2,0.03,44.1,14.64,woody biomass,dust,2.4,0.85,23.5,82,16.5,NaN,NaN,NaN,800,continuous,atmospheric,300,NaN,0.32,air,fluidised bed,silica,0,pilot
249,50,5.7,0.2,0.03,44.1,14.94,woody biomass,dust,2.4,0.85,21,82,16.5,NaN,NaN,NaN,800,continuous,atmospheric,300,NaN,0.37,air,fluidised bed,silica,0,pilot
250,50,5.7,0.2,0.03,44.1,14.7,woody biomass,dust,2.4,0.85,23,82,16.5,NaN,NaN,NaN,810,continuous,atmospheric,162,NaN,0.47,air,fluidised bed,silica,0,pilot
251,50,5.7,0.2,0.03,44.1,14.81,woody biomass,dust,2.4,0.85,22,82,16.5,NaN,NaN,NaN,800,continuous,atmospheric,240,NaN,0.26,air,fluidised bed,silica,0,pilot
252,50,5.7,0.2,0.03,44.1,14.46,woody biomass,dust,2.4,0.85,25,82,16.5,NaN,NaN,NaN,790,continuous,atmospheric,300,NaN,0.36,air,fluidised bed,silica,0,pilot
253,50,5.7,0.2,0.03,44.1,15.19,woody biomass,dust,2.4,0.85,19,82,16.5,NaN,NaN,NaN,800,continuous,atmospheric,312,NaN,0.32,air,fluidised bed,silica,0,pilot
254,50.62,6.07,0.31,0.16,42.83,17.42,woody biomass,other,10,2.2,8.17,86.27,11.53,37.53,19.33,23.84,790,batch,slightly below atmospheric,16.3,NaN,0.58,air,fixed bed,NaN,0,pilot
255,50.62,6.07,0.31,0.16,42.83,17.42,woody biomass,other,15,2.2,8.17,86.27,11.53,37.53,19.33,23.84,820,batch,slightly below atmospheric,18.6,NaN,0.67,air,fixed bed,NaN,0,pilot
256,50.62,6.07,0.31,0.16,42.83,17.42,woody biomass,other,30,2.2,8.17,86.27,11.53,37.53,19.33,23.84,930,batch,slightly below atmospheric,20.3,NaN,0.73,air,fixed bed,NaN,0,pilot
257,50.62,6.07,0.31,0.16,42.83,17.42,woody biomass,other,50,2.2,8.17,86.27,11.53,37.53,19.33,23.84,1030,batch,slightly below atmospheric,21.7,NaN,0.77,air,fixed bed,NaN,0,pilot
258,50.62,6.07,0.31,0.16,42.83,17.42,woody biomass,other,70,2.2,8.17,86.27,11.53,37.53,19.33,23.84,1000,batch,slightly below atmospheric,24.8,NaN,0.87,air,fixed bed,NaN,0,pilot
259,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,720,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab
260,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,770,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab
261,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab
262,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,870,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab
263,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,920,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab
264,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
265,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1,NaN,steam,fluidised bed,silica,0,lab
266,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab
267,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1.4,NaN,steam,fluidised bed,silica,0,lab
268,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1.7,NaN,steam,fluidised bed,silica,0,lab
269,46.29,6.48,1.04,0.12,46.08,14.47,woody biomass,other,1.5,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,2,NaN,steam,fluidised bed,silica,0,lab
270,47.6,6.1,0.52,NaN,45.78,17.3,herbaceous biomass,other,27.59,2.12,10.1,80.06,17.82,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.28,air,fixed bed,NaN,0,pilot
271,47.6,6.1,0.52,NaN,45.78,17.3,herbaceous biomass,other,27.59,2.12,10.1,80.06,17.82,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.28,air,fixed bed,NaN,0,pilot
272,47.6,6.1,0.52,NaN,45.78,17.3,herbaceous biomass,other,27.59,2.12,10.1,80.06,17.82,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.29,air,fixed bed,NaN,0,pilot
273,48.91,5.8,0.18,NaN,45.11,18.4,woody biomass,other,24.02,2.1,9.5,80.63,17.27,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.27,air,fixed bed,NaN,0,pilot
274,49.44,6.25,0.54,NaN,43.77,15.6,herbaceous biomass,other,3.15,16.6,12.5,67.95,15.45,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.38,air,fixed bed,NaN,0,pilot
275,49.44,6.25,0.54,NaN,43.77,15.6,herbaceous biomass,other,3.15,16.6,12.5,67.95,15.45,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.41,air,fixed bed,NaN,0,pilot
276,50.84,5.82,0.88,NaN,42.46,18.1,woody biomass,other,22.74,2.62,17.6,80.84,16.54,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.26,air,fixed bed,NaN,0,pilot
277,48.39,5.86,2.04,NaN,39.21,21.65,woody biomass,chips,NaN,4.5,5,80.3,15.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
278,48.39,5.86,2.04,NaN,39.21,18.4,woody biomass,chips,NaN,4.5,20,80.3,15.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
279,44.43,6.16,1.65,NaN,41.9,19.06,woody biomass,chips,NaN,5.5,5,81.25,13.25,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
280,44.43,6.16,1.65,NaN,41.9,16.2,woody biomass,chips,NaN,5.5,20,81.25,13.25,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
281,45.1,6,1.7,NaN,41.5,19.53,woody biomass,chips,NaN,5.6,5,81.75,12.65,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
282,45.1,6,1.7,NaN,41.5,16.6,woody biomass,chips,NaN,5.6,20,81.75,12.65,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
283,44.85,5.98,1.65,NaN,41.84,18.76,woody biomass,chips,NaN,5.8,5,82,12.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
284,44.85,5.98,1.65,NaN,41.84,15.95,woody biomass,chips,NaN,5.8,20,82,12.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
285,45.85,5.8,1.6,NaN,40.25,20.18,woody biomass,chips,NaN,4.6,5,80,15.4,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
286,45.85,5.8,1.6,NaN,40.25,17.15,woody biomass,chips,NaN,4.6,20,80,15.4,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
287,42.5,6.3,0.2,NaN,51,16.98,woody biomass,dust,0.5,1.31,8.5,84.59,14.1,NaN,NaN,NaN,780,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
288,42.5,6.3,0.2,NaN,51,16.98,woody biomass,dust,0.5,1.31,8.5,84.59,14.1,NaN,NaN,NaN,750,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
289,42.5,6.3,0.2,NaN,51,16.98,woody biomass,dust,0.5,1.31,8.5,84.59,14.1,NaN,NaN,NaN,700,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
290,42.5,6.3,0.2,NaN,51,16.98,woody biomass,dust,0.5,1.31,8.5,84.59,14.1,NaN,NaN,NaN,650,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
291,43.7,6.1,0.4,NaN,49.8,12.34,herbaceous biomass,particles,5,15.29,7.8,66.81,17.9,NaN,NaN,NaN,780,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
292,43.7,6.1,0.4,NaN,49.8,12.34,herbaceous biomass,particles,5,15.29,7.8,66.81,17.9,NaN,NaN,NaN,750,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
293,43.7,6.1,0.4,NaN,49.8,12.34,herbaceous biomass,particles,5,15.29,7.8,66.81,17.9,NaN,NaN,NaN,700,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
294,43.7,6.1,0.4,NaN,49.8,12.34,herbaceous biomass,particles,5,15.29,7.8,66.81,17.9,NaN,NaN,NaN,650,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
295,41.8,5.3,0.2,NaN,52.7,16.06,woody biomass,chips,2,2.36,11.1,83.69,13.95,NaN,NaN,NaN,780,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
296,41.8,5.3,0.2,NaN,52.7,16.06,woody biomass,chips,2,2.36,11.1,83.69,13.95,NaN,NaN,NaN,750,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
297,41.8,5.3,0.2,NaN,52.7,16.06,woody biomass,chips,2,2.36,11.1,83.69,13.95,NaN,NaN,NaN,700,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
298,41.8,5.3,0.2,NaN,52.7,16.06,woody biomass,chips,2,2.36,11.1,83.69,13.95,NaN,NaN,NaN,650,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
299,40.8,5.5,0.3,NaN,53.4,12.3,herbaceous biomass,other,NaN,15.11,10,67.44,17.44,NaN,NaN,NaN,780,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
300,40.8,5.5,0.3,NaN,53.4,12.3,herbaceous biomass,other,NaN,15.11,10,67.44,17.44,NaN,NaN,NaN,750,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
301,40.8,5.5,0.3,NaN,53.4,12.3,herbaceous biomass,other,NaN,15.11,10,67.44,17.44,NaN,NaN,NaN,700,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
302,40.8,5.5,0.3,NaN,53.4,12.3,herbaceous biomass,other,NaN,15.11,10,67.44,17.44,NaN,NaN,NaN,650,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
303,50.26,6.72,0.16,0.2,42.66,18.54,woody biomass,particles,1.75,0.36,5.01,81.81,17.83,43.5,19.5,33,700,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab
304,50.26,6.72,0.16,0.2,42.66,18.54,woody biomass,particles,1.75,0.36,5.01,81.81,17.83,43.5,19.5,33,800,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab
305,50.26,6.72,0.16,0.2,42.66,18.54,woody biomass,particles,1.75,0.36,5.01,81.81,17.83,43.5,19.5,33,900,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab
306,50.26,6.72,0.16,0.2,42.66,18.54,woody biomass,particles,1.75,0.36,5.01,81.81,17.83,43.5,19.5,33,900,batch,NaN,40,0.5,NaN,steam,fluidised bed,silica,0,lab
307,51.3,5.81,0.2,0.1,42.6,18.6,woody biomass,pellets,NaN,0.43,8,84.13,15.43,NaN,NaN,NaN,700,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot
308,51.3,5.81,0.2,0.1,42.6,18.6,woody biomass,pellets,NaN,0.43,8,84.13,15.43,NaN,NaN,NaN,750,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot
309,51.3,5.81,0.2,0.1,42.6,18.6,woody biomass,pellets,NaN,0.43,8,84.13,15.43,NaN,NaN,NaN,800,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot
310,48.3,5.5,0.6,0.01,38.1,16.28,woody biomass,particles,15,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,0.6,NaN,steam,other,NaN,0,pilot
311,48.3,5.5,0.6,0.01,38.1,16.28,woody biomass,particles,15,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,0.7,NaN,steam,other,NaN,0,pilot
312,48.3,5.5,0.6,0.01,38.1,16.28,woody biomass,particles,15,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,1,NaN,steam,other,NaN,0,pilot
